cluster_id,GO_hit,gene_symbols,annotated_label
256,phosphatidylinositol kinase activity,PI4KB TBC1D8 SMURF1 PIK3CA HACE1 TBC1D13 AGO4 TBC1D15 USP7 SMURF2 PIK3CB TBC1D2B TBC1D12 TENT2 TBC1D9 UBE4B TBC1D22B UBE3C USP25 WWP2 UBE3B PIK3C2A NEDD4 AREL1 TBC1D14 RASA1 TBC1D22A DENND5A WWP1 ITCH HECTD2,
199,phosphatidylinositol monophosphate phosphatase activity,FBXO3 GPCPD1 FNTB ODR4 RNGTT INPP5F EFCAB7 PTAR1 AP5M1 NHLRC2 SACM1L DPP8 MTMR6 MTMR12 STRADB MTMR10 UFSP2 MINDY3 HCFC2 DDHD2 CNOT6 CRY1 NGLY1 PREPL AAGAB C12orf4 MTMR9 MTMR7 TBC1D23 C9orf72 GDAP2 CEP76 MED17 PGGT1B SERAC1 ANGEL2 CNOT6L MTMR2 FIG4 ATG4C,
47,"phosphatidylinositol-3,4-bisphosphate binding",RASGRF1 ITGB1BP1 PLEK2 RASGRF2 PLEKHA2 FARP2 ADAP1 SNTB1 GRB10 DENND3 CYTH1 PLEKHJ1 RASGEF1B RASGRP1 RASSF2 RALGPS1 STAC2 GRB14 FERMT1 RASGRP3 FERMT2 IPCEF1 CCM2 FGD2 PLCG2 ADAP2 PLEKHA8 RALGPS2 BCR PID1 ABR SNTG1 SNTG2 SNX31 SEC14L1 RAPGEF5 GAS2 MCF2L2 ARHGAP15 MAPKAP1 VAV3 DOK5 VAV2 ARHGEF3 SEC14L5 DEPTOR RASGEF1C RASGEF1A RPH3AL RASSF5 RASSF3 DOK4 TPRG1 RASSF4 MVB12B PTPN9 FGD4 CYTH3 CMIP RGL1 RASSF6 PLEKHA1 STAC FARP1 PTPN3 MCF2L SHC4 SNX17 ELMO1,
451,phosphofructokinase activity,FECH SYN3 PFKFB2 EEPD1 PFKFB4 UBASH3B BPGM PFKFB3,
230,phospholipid scramblase activity,PLSCR3 PLEKHB2 IFITM3 CDIP1 TMEM265 PLSCR4 PRRC1 PRRT1B PLSCR2 SHISA5 ANXA11 WBP2 PLAC8 CHIC2 CYSTM1 FAM168B PLSCR5 RNF44 TMBIM1 LGALS3 GRINA WBP2NL TOLLIP IFITM2 PRRT1 ANXA7 PEF1 PLSCR1 TMEM233 BAG4 PLAC8L1 LITAF TSG101 DAZAP2 IFITM5 BRI3 IFITM1,
61,plasma membrane tubulation,SRGAP2C SH3GLB2 SH3GL2 ICA1 BIN2 SPATS2 BIN3 SNX9 ARHGAP26 ARHGAP42 PDCD6IP TRIP10 GAS7 GULP1 SNX32 SPATS2L DENND1A BIN1 SH3GLB1 SNX5 ARFIP2 FER ASAP2 PSTPIP2 APPL2 BAIAP2L1 SH3GL1 SNX7 SNX6 BAIAP2L2 SNX18 MTSS2 FCHO2 ICA1L SRGAP2B NOSTRIN PACSIN1 SNX8 ARHGAP29 RABGEF1 FCHSD2 SNX30 FNBP1L SH3BP5L ASAP1 ARHGAP10 SH3GL3 SNX2 APPL1 BAIAP2 ARFIP1 PACSIN2 DENND1B PICK1 ARHGAP44 SRGAP2 PSTPIP1 SH3BP5 SRGAP3 PACSIN3 FNBP1 SNX1 SNX4 PPP1R21 MTSS1 ACAP2,
405,podosome,ARHGEF38 BANK1 SASH1 HIP1 AFAP1 AFAP1L2 RGS3 ARHGAP25 SH3PXD2A AFAP1L1 PIK3AP1 HS1BP3 SH3PXD2B,
363,pointed-end actin filament capping,TMOD3 FKBP8 GPN3 TMOD2 RRAGC GET3 DRG2 CYTH2 GRXCR2 TMOD4 LMOD3 LMOD2 DYNC1LI2 GPN1 GPN2 BABAM1 TMOD1 DYNC1LI1,
421,polynucleotide adenylyltransferase activity,CLIP4 PAPOLG TENT4A PXK PAPOLB TENT4B FAM120A CARM1 PAPOLA KCTD18 STRBP,
420,positive regulation of DNA recombination,KHDC3L OOEP LIN28A DND1 DPPA5 KHDC1L PRDM7 DPPA4 DPPA2 LIN28B KHDC1,
136,positive regulation of T cell proliferation,TMEM156 HEPACAM2 PDCD1LG2 CD101 HHLA2 TMIGD1 PTPRC UBASH3A TRAC TIGIT TRGC1 CD3D LY9 CD3G ICOS CD200 CD160 SLAMF1 PECAM1 TRBC2 CD200R1L IGSF5 CTLA4 JAML TRGC2 CD200R1 TRDC CD4 IGSF6 CD2 CD80 SLAMF7 IL2RA BTLA CD58 TRBC1 VTCN1 CD274 CD84 CD86 ICOSLG CD79B CD3E NCR3LG1 CRTAM CD83 EMB SLAMF6 CD96 CD28,
371,positive regulation of epidermal growth factor-activated receptor activity,AREG TNFRSF12A EREG TMEM9B FAM174A TMEM9 FAM174C HBEGF SPINT2 TACSTD2 LRP11 EPCAM FAM174B SPINT1 JTB BTC KREMEN1 PTTG1IP,
397,positive regulation of neuron projection arborization,CLIP3 SH2B1 ADD1 ADD3 ADD2 DVL2 CACNB1 CCM2L DVL1 PHF24 CACNB3 DVL3 GOLGA7B RING1,
123,positive regulation of pseudopodium assembly,RD3 INKA2 KDF1 C4orf19 MTFR1L CDC42EP2 OSER1 PROSER2 FAM53B C13orf42 PPDPFL TSC22D4 PRR5 LARP6 FAM131A DDIT4 FAM167A LURAP1 FAM117A TESPA1 CDC42EP3 DBNDD2 FAM131B BCL2L11 INSYN1 TSSC4 LURAP1L RGCC RGS7BP PRR5L SAMD14 CDC42EP1 FAM53A SHLD1 FAM53C FAM131C CDC42EP4 C1orf226 TP53INP2 CIPC ERRFI1 TMEM71 C1orf216 FAM110B C1orf198 AKT1S1 CYTIP INKA1 FAM110A C15orf62 SPATC1L,
141,positive regulation of telomerase RNA localization to Cajal body,PSMC6 AP1M2 EIF4A1 EIF4A2 SRP54 OLA1 DDX19B PSMC1 PSMD14 EIF3D PRMT1 CCT3 IMPDH2 DDX39B DDX6 CCT6A PSMC2 CCT6B PKM CCT8 PSMC5 EIF4A3 CCT2 IMPDH1 TCP1 EIF2S3B PSMC3 CCT7 VCP GMPR TUFM DDX25 ETF1 VPS4A CCT4 DRG1 HSPA9 PA2G4 HSPD1 DDX39A PRPS1L1 EIF2S1 RUVBL1 PKLR PSMC4 CCT5 RUVBL2 ILF2 GMPR2,
201,potassium channel regulator activity,LAMTOR1 SYNDIG1 MARVELD3 MDFIC2 CAV1 STUM TMEM134 SPRY1 TMEM74 CAV3 KCNMB2 TMEM169 KCNMB3 SPRY2 TRARG1 CAV2 TMEM40 GRXCR1 SPRY4 LAMP5 MDFIC MINAR2 BNIP3L NINJ1 TMEM74B NRSN2 GRAMD2A NSG1 TMEM100 SYNDIG1L KCNMB1 LEMD1 BNIP3 PIRT TMEM91 MDFI NRSN1 IFITM10 TMEM79 LSMEM2,
34,precatalytic spliceosome,UBL5 MAP1LC3A POLR2J2 LSM6 GTF2H5 ERH LSM2 NEDD8 SNRNP25 ELOB SEC11A DYNLRB1 POLR2F SRP9 GTF2A2 MAGOHB TAF13 LSM4 SNRPD3 SUMO2 CSNK2B SSBP1 SUMO1 HSPB11 SNRPD1 LAMTOR5 LSM7 RBX1 DPY30 CIAO2B ATP6V1F BANF1 BUD31 LSM3 NME1 POMP CKS1B POLR2K ARPC3 MAGOH SNRPE TRMT112 UFM1 ABRACL URM1 DYNLRB2 RPA3 SAP18 HSPE1 POLR2E SF3B5 NOP10 SNRPF DYNLT1 LSM1 SNRPD2 MAP1LC3C DNAL4 POLR2H GABARAPL1 GTF3C6 CKS2 GABARAPL2 SUMO3 LSM5 POLR2G SNRPG C2orf76 MAP1LC3B2 POLR2J POLR2C ELOC SF3B6 MAP1LC3B GABARAP ENY2,
208,preribosome,FTSJ3 UTP3 ZNF622 ESF1 TRIM52 RIOK2 BRMS1L ATG3 SLC4A1AP SF3A3 GNL1 VPS72 ECD LEO1 KRI1 ZGPAT PAXBP1 R3HCC1 GTF2E1 TAF7 EIF2B5 UTP14C CCDC97 DNTTIP2 MIER1 NGDN IFT46 MPHOSPH10 BCCIP GPATCH3 SLC7A6OS BRMS1 LSG1 LTV1 NOB1 PRPF31 AATF CCDC82 IWS1,
97,preribosome,REXO4 RSL1D1 BYSL PUS7 ABCF1 GTPBP4 ATAD3A PES1 ATAD3B CEBPZ TOP1MT BMS1 NOC2L RIOK1 TSR1 DDX54 ABCF2 GNL2 NOC3L IFRD2 RBM19 PDCD11 DDX10 DDX24 PUM3 PNO1 NOM1 RRP15 EIF2B4 DDX27 ISG20L2 DDX19A AEN DDX52 SDAD1 DDX18 RRP12 DDX51 RRP1 RRP8 CMSS1 DDX55 DDX47 DDX50 UTP25 NOP14 TIMM44 MYBBP1A GNL3 DDX31 PPAN WDR46 NOP2 DDX49 ABCE1 DDX21,
179,preribosome,UTP11 NOP16 C11orf98 BUD23 RPP38 NOL12 IMP4 C1orf131 SRFBP1 RPF2 C8orf33 CCDC59 BRIX1 RBM34 RPS19BP1 ABT1 KRR1 NOP53 EBNA1BP2 CCDC137 SURF6 SNAPC1 RPL7L1 EMG1 TRMT10A RRP7A TMA16 TRMT10B SNRPA1 NIFK AIMP1 THUMPD1 RPF1 GTF2F2 RRS1 ZCCHC9 C18orf21 PYM1 LLPH CCDC86 NOL7 FCF1 UTP23,
247,preribosome,WDR43 WDR4 EIF3B NOL11 DYNC1I2 GTF3C2 WDR70 RBBP5 BOP1 WDR89 DYNC1I1 STRN4 DCAF8 RRP9 NOL10 EIF2A UTP15 PPWD1 CDC40 KLHDC4 WDR74 WDR75 WDR55 WDR3 WDR36 PAK1IP1 UTP18 DNAI2 DCAF13 PWP2 PREB PWP1 GRWD1,
243,proteasome core complex,EIF6 PSMA3 COPS5 PSMA5 PSMA1 COPS6 PSMB3 PSMA6 PSMB2 TRAPPC3 PSMD7 EIF4E2 UQCRC2 PSMA8 UPP1 PSMB10 PSMB9 PSMB1 TRAPPC4 PSMD4 UFD1 PSMB7 ATP5F1C PSMB6 PSMA7 GTF2B PSMB8 PSMA2 PSMB5 PSMB4 EIF3H PSMA4 PSMB11 NAA20,
18,protein O-linked glycosylation,EXT1 GCNT1 MAN1C1 LARGE1 MAN1A2 B4GALT4 CHSY3 POMGNT1 MGAT5 FUT10 B3GALNT2 GALNT15 BTD GCNT4 B3GAT2 HS3ST5 B3GLCT B4GALT6 B3GNT5 CHST9 COLGALT2 CSGALNACT2 EXT2 GALNT4 C1GALT1 CSGALNACT1 GYG1 RXYLT1 GALNT13 PLOD2 GCNT3 GALNT18 B4GALT5 POGLUT3 MGAT2 GALNT11 GALNT3 GALNT9 UGCG GLT8D1 EXTL3 GALNTL6 GALNT14 GXYLT1 GALNT12 GCNT2 CHSY1 MGAT4D B4GALT1 B3GALT2 POGLUT1 MGAT4A GALNT10 CCDC126 GCNT7 RPH3A GNPTAB GALNT6 HS2ST1 POGLUT2 POFUT2 GLT6D1 EXTL2 GALNT17 GALNT2 DIPK1A GALNT5 C1GALT1C1L FUT8 B3GALT1 CPED1 GALNT16 EOGT HPSE2 GXYLT2 GALNTL5 B3GNT2 B3GALNT1 XYLT1 GALNT7 GLT8D2 FKTN GALNT1 GALNT8,
178,protein deneddylation,GPS1 NAA50 CUL3 HAT1 CUL1 ATP6V1C2 SRP72 PSMD3 EIF3L PSMD8 ATP6V0D1 COPS2 EIF3K COPS3 COPS7A PSMD13 CUL2 BZW1 CUL5 PSMD11 COPE PSMD6 BLMH SNF8 VPS35 SRP68 TSNAX GET4 TSN MAEA ATP6V0D2 COPS7B COPS8 OTUB1 NSMCE1 EIF3E ATP6V1H EIF3M PSMD12 COPS4 CUL4A PCID2 VPS28,
137,protein desumoylation,STBD1 ZNF644 ZFYVE16 RBM44 PALB2 ZGRF1 SENP7 SLF2 BACH1 SMG6 N4BP1 SUGP2 AFTPH C17orf80 ITPRID2 SENP2 ERCC5 RNF216 RSC1A1 PWWP3A ICE2 TET1 PJA2 SENP1 S100PBP PARG MLH3 ZFYVE9 CNST FAN1 DCLRE1A SWT1 SHLD2 CTDSPL2 TOPAZ1 FBXO43 RTN3 MEIOC ATF7IP2 WAPL ESCO1 CCP110 R3HCC1L PNPLA8 CENPJ MBD4 N4BP2 SENP5 ZUP1,
305,protein hydroxylation,CERCAM P3H3 FOXRED2 SELENON P3H2 FKBP10 NOTUM MAN1B1 COLGALT1 PLOD3 P4HA2 P4HA3 CHID1 P4HA1 P3H4 PLOD1 TTC17 QSOX2 P3H1 QSOX1 CRTAP DBH MOXD1 P4HTM TXNDC11,
261,protein lipidation,GET1 ZDHHC17 HACD1 STEAP1 PIGF INSIG2 SEC22A SLC10A7 AGMO TMEM62 STEAP3 TMEM161B STEAP2 TMEM267 HAS2 TMEM41B INSIG1 HAS3 RNFT1 TM6SF1 PGAP1 CEPT1 PIGN TMEM38B STEAP4 TMEM237 JKAMP MGST1 TMEM19 ZDHHC13,
385,protein localization to cilium,MCRS1 PCIF1 ATG14 ARNTL2 KAT7 KAT5 RSPRY1 TBRG1 TULP1 TULP2 SYTL3 ASH2L NXF1 TULP3 TMEM183A TUB,
226,protein localization to endoplasmic reticulum,SURF4 SERINC4 SEC61A1 KDELR3 BCAP29 KDELR2 TMCO1 LMBR1L SPPL3 SERINC2 SSR3 TRAM2 TMEM38A SERINC3 STT3A TRAM1L1 SLC35B1 CDS2 TMBIM6 CDS1 EI24 DERL1 ZMPSTE24 TMEM33 CDIPT LMBRD2 SERINC1 SERINC5 TRAM1 DERL3 LMBRD1 TMEM17 LMBR1 DERL2 SYVN1 KDELR1 HM13,
57,protein phosphatase inhibitor activity,PI4K2A TTLL11 FNTA TPRG1L SAP30 BOD1L2 TERF2 MSANTD2 SRXN1 GOLPH3 SAP30L AVEN MBD2 CDK2AP1 GID4 CACUL1 NAT8L ZNRF2 ETNK1 PAWR POLE4 FAM241A RFXAP SHE C1orf115 HINT3 UNC119B CENPV UBE2Z C1orf50 FGF2 EIF4E3 UBE2Q1 CDV3 TRIR WRNIP1 FBXO45 SNTB2 EIF3F SUZ12 KCTD2 OSBP MPND MRGBP CHKA LIX1L CAAP1 PGRMC2 RCOR1 BAG1 NAA30 TAF10 GATAD1 PPP1R14B KMT5A EGLN1 CDYL UNC119 TTC9 UBFD1 OTULIN OGFRL1 HEBP2 AEBP2 CNOT11 BOD1 PPP1R14C,
196,protein phosphatase type 2A complex,AP4E1 SF3B1 AP2B1 UNC45B PSMD2 SPAG6 PSMD1 PPP2R5D CTNNA1 AP1G2 PPP2R5E CTNNA3 PPP2R1A KPNA4 USO1 ARMC8 AP1B1 KPNA2 PPP2R5C CAB39 CAB39L KPNA1 PPP2R5A COPG1 TAPT1 AP2A1 AP1G1 COPB1 JUP PPP2R5B AP2A2 PPP2R1B KPNA3 COPG2 KPNA5 AP3B2 CTNNB1 CNOT9 KPNA6 KPNA7,
350,protein serine/threonine phosphatase activity,PPM1J YOD1 FBXL3 PPM1A PDP1 PPM1L PDP2 PCMTD2 PPM1F PPM1M PPM1K PELI3 ILKAP GSKIP PPM1H PPTC7 PCMTD1 PPM1B TAB1 NAPEPLD,
312,protein targeting to mitochondrion,TIMM22 TMEM242 TIMM17A TM2D1 MPC2 TOMM20 GHITM DNAJC15 ATPSCKMT TIMMDC1 METTL5 IMMP2L OCIAD1 TMEM126B TM2D3 TIMM23B CISD2 IMMP1L PARL COA1 TMEM126A TDG DNAJC19 TIMM23,
266,protein tyrosine/serine/threonine phosphatase activity,PTP4A3 CDC14B DUSP14 CIDEA STYX DESI2 PTP4A2 LRAT PLAAT2 GUCD1 PLAAT4 CIDEC CDA ACP1 DUSP22 MKRN2OS DUSP19 PLAAT3 JOSD1 DUSP18 DUSP3 TMEM222 PLAAT5 PTEN USP12 PTP4A1 DESI1 CDC14C ISG20 PLAAT1,
260,protein tyrosine/threonine phosphatase activity,GADD45B ZFP36L1 TOB2 TRIB1 SOCS1 IER3 PHLDA2 DUSP2 DUSP5 GADD45G PFN3 CDKN1A DUSP1 GADD45A PPP1R3B BTG2 DUSP10 BTG1 MEPCE DUSP7 DUSP6 ZFP36 IER2 MIDN PHLDA3 SERTAD1 CISH DUSP4 TENT5A SOCS3,
321,protein-cysteine S-acyltransferase activity,RNF19B ZDHHC20 ZDHHC11B ZDHHC18 ZDHHC6 ZDHHC12 ZDHHC7 ZDHHC14 ZDHHC22 RNF121 ZDHHC1 ZDHHC16 ZDHHC21 ZDHHC5 ZDHHC19 ZDHHC4 ZDHHC23 RNF175 PIP4P1 ZDHHC24 ZDHHC11 ZDHHC2,
343,protein-hormone receptor activity,LGI1 LGI3 SLIT1 ADGRA2 TSHR SLIT3 RXFP1 LGR4 FSHR LRIG3 ADGRA3 LGR5 LGI4 LRIG1 LGR6 LHCGR RXFP2 LRIG2 SLIT2 LGI2,
135,protein-lysine N-methyltransferase activity,YDJC N6AMT1 NSUN4 MCAT SIRT6 NSUN5 ALKBH2 FAM86B2 ETFBKMT MRM1 CHAC1 PUSL1 VCPKMT NUBP2 ALKBH4 XRCC3 PNMT NR0B2 ASPDH SDR39U1 EXOSC4 THG1L SPOUT1 EEF1AKMT1 NR2C2AP GTPBP3 NTMT1 FAM86B1 PGPEP1L TRMT61A YJEFN3 CSKMT DOHH METTL23 METTL21A ABHD11 SMUG1 RPUSD1 RPP25L METTL21C MRM2 SIRT4 HDDC3 GATD1 PTRH1 ANTKMT EEF1AKMT4 PYCR3 EEF1AKMT3 EEF2KMT,
282,pyridoxal phosphate binding,ADA ACOD1 GAD1 TTC38 NT5C2 SGPL1 PDXDC1 ACCS ADHFE1 GAD2 TKTL2 GMDS PEPD HAL HDC SEPSECS GLS2 SPTLC3 GYS2 SHMT1 GADL1 ABAT GYS1 DENND2D CSAD ACCSL PHYKPL,
156,pyruvate metabolic process,ALDOA INPP1 ENO3 HMGCS1 LDHAL6B ODC1 UGDH AZIN1 PGM1 MDH2 TALDO1 PGAM1 CTH PGD ASS1 ENO1 PPA1 FBP1 NAMPT IDH1 GPD1L AHCY MAT2A TPI1 LDHC PGM2L1 MDH1 ALDOB ADK PSAT1 FBP2 GOT1 ALDOC LDHB ENO2 UAP1 ATP5F1A PGM3 OAT UGP2 GDI2 BPNT1 PGAM2 LDHA LDHAL6A TXNRD1,
73,pyruvate metabolic process,NDUFS1 GLUD1 ME2 CS GCK ACO2 AHCYL1 ATP6V1B1 IDH3B PYGB ME1 ATP6V1A OGDHL PAPSS2 HK2 CKMT1A GFPT1 CKB PANK4 PFKL DHPS NDUFS2 PGM5 CKMT1B PCK2 PGM2 PFKM BCKDHA RTCB ACO1 NDUFV1 HK1 MTHFR ATP6V1B2 SDHA ACLY PFKP PYGL GOT2 IDH2 ALAS1 ISYNA1 OGDH CKMT2 PYGM MMUT SHMT2 ACADVL PC MTR AHCYL2 TKT CKM HKDC1 GLDC GPT2 IREB2 GLUL GPI DHTKD1 POR GFPT2,
373,rRNA modification,HTRA2 ERAL1 NEIL2 RPUSD2 TFB1M PUS1 METTL1 RPUSD4 TFB2M MRM3 NTHL1 GATB TRUB2 ALKBH3 BCKDK DIMT1 RPUSD3 MECR,
268,regulation of ATPase-coupled calcium transmembrane transporter activity,TRBJ2-3 TRBJ1-3 IGHJ1 TRBJ1-2 TRBJ2-5 STRIT1 TRDD1 TRBJ1-6 TRBJ1-5 IGLJ1 TRAJ42 SPTY2D1OS IGHD1-1 TRBJ2-6 TRBJ2-2 TRBJ2-4 TRGJ1 SLN TRBJ2-1 TRDJ1 TRBJ2-7 TRAJ3 HMHB1 MRLN TRBJ1-4 TRAJ31 TRBJ1-1 PRCD IGKJ1 TRBD1,
360,regulation of NK T cell differentiation,GGNBP2 NOP56 SRPRA TOP1 IQCA1 SSRP1 EIF3C INTS13 EIF3CL UFL1 NEMF AP3B1 CHD1L AP3D1 UPF2 IQCA1L NRDC NOP58 SUPT16H,
37,regulation of Rho protein signal transduction,RASAL3 RGS14 PLEKHN1 RGL2 INPP5E FGD3 HR KIF12 SHROOM1 TSNARE1 RTKN NET1 SH2D3A EPS8L1 PDZD3 DGKQ ASAP3 FCHSD1 DENND1C SYTL1 ELMO3 ARHGEF2 EPS8L2 ATG9B ARHGEF18 ARHGEF37 RASGRP4 RGL3 RASSF1 ARHGEF40 PIK3R2 APBB3 SYDE1 ARHGAP27 RASIP1 RADIL GRB7 PSD GMIP ARHGEF16 SNTA1 TBC1D10B SHC1 RASGRP2 TBC1D17 SH2B3 SIPA1 PLEKHG5 SORBS3 RAPGEF3 ACAP3 CBLC PLEKHG6 ARHGEF17 RAPGEFL1 NPAS1 ARHGEF19 ARHGAP45 RIN1 ARHGAP9 ARHGEF1 SH2B2 CNKSR1 ARHGEF15 PLEKHA4 SPIRE2 FRMD1 ARHGAP40 EPS8L3 ACAP1 ARHGEF25 SSH3 PLEKHH3 FRMD8,
304,regulation of TOR signaling,DENND5B FAM126B PARP8 DIP2A DCAF1 FBXO42 BCAS3 TBCK CLEC16A AGTPBP1 AVL9 AKAP10 NOS1 RPTOR C2CD5 NISCH DIP2C DIP2B TSC1 FBXO38 RFTN2 RALGAPB USP32 AMBRA1 PNPLA7,
113,regulation of enamel mineralization,OPRPN PRH2 ODAPH HTN3 MARCOL FDCSP HRG STATH PRB4 AMTN PSORS1C2 SEMG2 FLG2 HRC SMR3B PRB3 SPP1 ART3 CRNN CHGB CSN1S1 TCHHL1 PRR4 SBSN PRB1 PRR27 MUCL1 AMBN C1orf54 CDSN SMR3A SPARCL1 MGP IBSP ENAM RPTN MEPE TEX55 HRNR SPACA7 FGA LACRT PRB2 HTN1 ODAM DSPP DMP1 CSN2 ACRV1 CSN3 PRH1 C6orf15 SEMG1,
91,"regulation of mRNA splicing, via spliceosome",TTC14 U2AF1L4 PPARGC1A RSRC1 HNRNPC SRSF11 U2AF1 TOPORS RALY SRSF3 LUC7L CLK3 HNRNPCL1 SRSF6 RSRP1 SNRNP27 SRSF10 ARL6IP4 SRSF4 PRM1 HNRNPCL3 PRM2 USP42 RBM7 TRA2A RBM39 SRRM5 CLK2 SRRM1 CLASRP BUD13 CLK1 PPHLN1 RBM23 LUC7L2 SRSF12 RALYL RBM15 SRSF7 NKTR RNPS1 HNRNPCL4 SRRM2 SRRM4 ARGLU1 BCLAF1 SRRM3 TRA2B SRSF2 HNRNPCL2 CLK4 CCDC61 ZRANB2 CCNL1 SRSF8 PRPF38A SRSF5 CCNL2,
88,"regulation of mRNA splicing, via spliceosome",SAFB ZC3H13 RBM5 PROCA1 YTHDC1 SREK1IP1 MED19 FIP1L1 CIR1 U2SURP SON ACIN1 HDGFL2 ZC3H18 SFSWAP PPIL4 RSRC2 SREK1 CALD1 BRD3 TRAF3IP1 CDK11A THRAP3 PRPF38B UPF3A PNISR FAM133B NKAPL EIF3A PPIG LUC7L3 SNRNP35 CBX8 SNIP1 CCDC9 ZNF326 SNRNP70 DDX46 RBM6 RBBP6 NSRP1 NELFE SLTM SAFB2 CACTIN KRCC1 ZCCHC17 NKAPD1 CDK11B RP9 CWC22 PPP1R12A PNN RBM25 ZCCHC7 SNRNP48 PRPF4B TAF3,
286,regulation of neurotransmitter secretion,CEND1 STMN1 FAM25A SNCA DAPL1 FAM25G PCP4 CPLX4 TMEM263 SNCB PDE6H CPLX2 FAM25C CPLX3 STMN2 PCP4L1 ADIRF HMOX2 SVIP TMSB10 CPLX1 C12orf60 SNCG PDE6G STMN4 STMN3 MUSTN1,
59,regulation of receptor signaling pathway via JAK-STAT,IL12A IL4 IFNA8 GH1 IFNW1 FLT3LG CSHL1 CYTL1 FAM237B IFNG IL26 FAM180B IL5 IL27 IL21 IL13 IL20 FAM180A LIF IFNL1 EPO CSF3 IFNA17 LEP IFNL2 KITLG IL10 IL9 TSLP IFNA1 IFNL4 IL34 IL15 IFNL3 GH2 IFNB1 OSM CNTF IL22 IFNA14 IFNA5 IL11 C20orf204 IL3 IL23A IFNA2 IL24 IFNA7 IFNA21 CSH2 IFNA4 CSF2 IL19 IFNA10 IL6 CLCF1 IFNK IFNA16 THPO PRL IFNE IFNA13 IL31 IFNA6 IL7 IL2 CSH1,
92,regulation of synapse assembly,LRIT1 LRRC4 LRFN3 LRRC24 LRRC26 ISLR2 SLITRK5 LRRN1 FLRT1 LRRC38 ISLR LRRN4 LRRTM1 LRRN3 SLITRK1 ELFN1 LRRC15 LRRC70 RTN4RL2 LRFN5 LRRC52 LRFN1 LINGO4 AMIGO3 LRRTM4 LRRTM3 LRRC55 VASN GP9 AMIGO1 LRRTM2 TPBGL LRRC4C RTN4RL1 TRIL LRRN2 GP1BB AMIGO2 RTN4R FBXL16 LRFN4 LINGO3 LRRC3B LRTM1 LRFN2 LRRC4B LRIT2 LRRC3 FLRT3 GP1BA SLITRK3 LRRC3C TPBG OMG LINGO1 LRTM2 SLITRK6 LRIT3,
395,regulation of transcription involved in G1/S transition of mitotic cell cycle,TFDP2 E2F6 E2F1 TIPIN E2F3 NSMCE2 HSF2 ERI1 GMNN E2F4 TFDP1 SLBP E2F5 MYB,
235,regulation of type I interferon production,ETV4 TGIF2 SPIB IRF5 IRF7 SPIC ETV7 SPDEF EHF BTG3 IRF1 ETV6 BEND5 ETV1 FLI1 IRAK2 IRF4 ETV5 ETV3 RELB ELF5 ELF3 IRF8 SOX13 REL ELL3 ERG ETS2 SPI1 RELA IRF3 IRF2 ETV2 IRF9 IRF6 ETS1,
14,regulation of viral entry into host cell,TRIM69 TRIM77 TRAF1 TRIM65 TRIM3 TRIM50 TRIM13 TRIM34 TRIM35 TRIM8 TRIM39 TRIM61 RFPL1 TRIM74 RNF207 FSD1L TRIM49D1 BECN1 FSD2 TRIM58 RFPL4A TRIM6 TRIM47 TRIM67 TRIM60 TRIM15 TRIM64 TRIM26 TRIM64B TRIM49 TRIM49D2 TRIM16 TRIM2 TRIM10 TRIM54 RFPL4AL1 TRIM21 TRIML1 TRIM71 RNF39 TRIM72 TRIM40 CRLF3 TRIM27 RFPL4B FSD1 TRIM31 TRIM62 TRIM29 SPRYD4 TRIM64C TRIM9 RNF135 TRIM48 TRIM11 TRIM17 TRIM42 TRIM73 TRIM45 RFPL2 TRIM43 BSPRY TRIM7 MEFV RFPL3 TRIM5 TRIM51 TRIM38 TRAF3 TRIM22 TRIM56 TRIM49B TRIM63 TRIM14 TRIM68 TRAF5 TRIM46 TRIM43B NR1H3 TRIM59 TRIM25 TRIM4 TRIM49C TRIM36 TRIM55 PML TRIML2 TRIM41,
36,respirasome,TMEM256 PLGRKT C18orf32 HIGD1C PET117 CEBPZOS ROMO1 PET100 MPC1 COX20 COX16 ATP5MG COX4I1 COX7A2L TMEM14B TOMM7 COX6A1 OCIAD2 ATP5IF1 HIGD2A UQCRQ SEC61G DMAC1 COX7A1 NDUFA3 TOMM6 SMIM12 NDUFB3 HIGD1A SMIM4 COX6C ATP5MF NDUFA12 NDUFA11 MRPL33 NDUFB2 MICOS13 ATP5ME SMIM15 HIGD2B SMIM20 STMP1 MICOS10 NDUFC1 UQCR10 SMIM26 NDUFA4L2 COX6A2 ATP5MGL NDUFB8 COA3 DPM3 NDUFC2 PIGBOS1 COX8A HIGD1B TMEM141 NDUFA13 UQCR11 FIS1 COX7A2 UQCC3 NDUFB1 COX7C UQCRB NDUFB4 NDUFB6 NDUFA4 TRIQK NDUFC2-KCTD14 COX8C SMIM8 COX4I2 COX7B2 COX14,
184,respiratory electron transport chain,PRDX5 CIAO2A UQCRC1 SDHB NDUFB5 MRPS24 CHCHD2 COX5B SDHC ATP5MC1 ATP5PF SDHD ISCU TMEM69 PRDX3 NDUFS8 UQCRFS1 NDUFV2 COX5A ATP5PB ATP5F1D NDUFS7 CYC1 TXN2 FTMT ATP5PD CUTA NDUFS6 ATP5MC2 FAM162B NDUFS3 HTD2 NDUFAB1 CHCHD10 MCEE ATP5PO CISD1 SMDT1 OXA1L FAM162A ATP5MC3 C1QBP,
